GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,Margin of Error; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),Margin of Error; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),Margin of Error; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),Margin of Error; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Other (dollars),Margin of Error; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Other (dollars)
0100000US,,United States,31986,33,38017,155,50586,54,11660,43,27104,48,40626,53,11023,31
0400000US37,37,North Carolina,30552,168,35022,562,45180,513,10689,239,26099,229,36987,272,10486,196
0500000US37001,37001,"Alamance County, North Carolina",29062,3272,31696,1870,42385,3365,11768,1842,25968,1758,35550,2208,11401,1166
0500000US37019,37019,"Brunswick County, North Carolina",26403,2157,30788,2957,41713,10615,12482,2389,21641,2810,40381,4788,10462,1478
0500000US37021,37021,"Buncombe County, North Carolina",28705,1659,31153,1574,40469,1544,11381,1051,25804,1919,35632,1793,11661,1139
0500000US37023,37023,"Burke County, North Carolina",26040,1003,28736,2934,34063,3389,9791,1700,21704,2987,29874,3047,11755,2407
0500000US37025,37025,"Cabarrus County, North Carolina",32902,2540,41162,2821,50532,3621,11304,1616,26891,2110,40667,1854,10101,1470
0500000US37027,37027,"Caldwell County, North Carolina",25341,2072,27615,4920,36893,3271,10893,890,22008,2470,31105,3272,9387,1298
0500000US37031,37031,"Carteret County, North Carolina",26935,2299,31915,5084,42831,5999,12239,4084,22796,4510,36985,4574,10450,2260
0500000US37035,37035,"Catawba County, North Carolina",30084,1783,32173,2595,41766,2447,12325,3343,26187,1930,35583,1807,10215,1442
0500000US37037,37037,"Chatham County, North Carolina",39016,4527,48319,7142,64840,8668,10217,2907,30901,5233,46359,8676,10650,2513
0500000US37045,37045,"Cleveland County, North Carolina",25252,2625,30552,5434,42395,5636,9898,1497,21731,1541,32009,2874,9756,2224
0500000US37049,37049,"Craven County, North Carolina",26397,2105,31460,2157,42416,4838,6738,2267,21210,1594,35797,4310,8565,1240
0500000US37051,37051,"Cumberland County, North Carolina",26617,965,30928,1093,37146,1546,10823,1105,21780,890,31488,1115,10289,697
0500000US37057,37057,"Davidson County, North Carolina",28642,2485,35764,3512,44893,3964,8265,2612,22317,1962,36341,1162,10457,1363
0500000US37063,37063,"Durham County, North Carolina",32825,3061,36125,1153,43806,3744,12430,3608,31500,748,42318,3017,12215,1347
0500000US37067,37067,"Forsyth County, North Carolina",29472,1499,31421,799,41997,2943,10726,807,26345,1373,38185,1929,9727,1044
0500000US37071,37071,"Gaston County, North Carolina",30431,839,33289,3958,43110,5333,10957,1459,25760,2224,36145,2050,9335,1607
0500000US37081,37081,"Guilford County, North Carolina",29490,1197,33007,2634,45887,2233,9904,931,25416,1262,35934,1224,9733,972
0500000US37085,37085,"Harnett County, North Carolina",30524,1103,35838,1937,42946,4215,9306,3216,22865,3054,35838,2128,7465,1583
0500000US37089,37089,"Henderson County, North Carolina",31140,1810,34351,3613,41706,3727,11722,2240,28663,3279,38704,3366,11838,1385
0500000US37097,37097,"Iredell County, North Carolina",31531,909,37988,3731,50056,3821,11208,1413,24684,3702,35961,3704,9271,1916
0500000US37101,37101,"Johnston County, North Carolina",29757,2071,31688,2352,45316,4173,11159,2625,26465,1985,36853,4029,10917,909
0500000US37109,37109,"Lincoln County, North Carolina",32387,2816,36024,2707,48726,5506,8719,3942,29333,5046,40128,5203,10389,2188
0500000US37119,37119,"Mecklenburg County, North Carolina",35986,585,41700,827,51673,668,12192,674,31303,593,41772,854,11252,651
0500000US37125,37125,"Moore County, North Carolina",32457,5092,39571,5116,50323,3282,6672,1443,27196,2765,37292,3144,11183,3874
0500000US37127,37127,"Nash County, North Carolina",27825,2592,32155,6626,41144,1675,10021,4735,23692,2014,35428,4130,9708,2073
0500000US37129,37129,"New Hanover County, North Carolina",30928,1146,36445,3491,51169,1332,10316,2028,25184,2715,39525,3978,10601,1111
0500000US37133,37133,"Onslow County, North Carolina",24763,1074,26349,1000,31111,1852,11151,1714,21430,1441,29419,3993,10294,1596
0500000US37135,37135,"Orange County, North Carolina",29496,3215,36683,5275,60267,9637,8258,1462,25326,3756,46072,5407,8174,1150
0500000US37147,37147,"Pitt County, North Carolina",28824,3637,33657,4333,46221,2813,7739,1770,23913,2931,39089,4217,7981,1104
0500000US37151,37151,"Randolph County, North Carolina",27461,2156,33402,2652,40138,2573,11545,1368,23382,2258,31947,2778,11647,1992
0500000US37155,37155,"Robeson County, North Carolina",24971,1521,26274,1550,34322,4166,10342,2739,22378,1925,29901,1669,11012,2154
0500000US37157,37157,"Rockingham County, North Carolina",26678,1882,30731,1819,38458,3527,10473,6213,21712,1455,32047,3613,8450,1855
0500000US37159,37159,"Rowan County, North Carolina",28060,2419,32307,3653,41269,1708,9819,1234,25114,2831,34567,3371,9709,2113
0500000US37161,37161,"Rutherford County, North Carolina",23293,3585,25700,1974,37150,6360,11076,4738,21725,3561,29387,3267,10216,2285
0500000US37171,37171,"Surry County, North Carolina",27029,2239,31411,1701,40529,1966,12289,3498,23810,2927,30801,4863,10683,2195
0500000US37179,37179,"Union County, North Carolina",35322,1602,41792,1626,53066,4227,8923,1396,27045,2230,40121,2372,11206,1211
0500000US37183,37183,"Wake County, North Carolina",40939,795,47433,2671,61551,1715,10909,834,35487,1286,49656,1495,12407,951
0500000US37191,37191,"Wayne County, North Carolina",26980,1598,30179,4721,40535,2592,9945,2961,26164,1304,31651,1127,11977,1483
0500000US37193,37193,"Wilkes County, North Carolina",26684,2043,30590,2114,35487,2687,11417,3916,21901,3348,29872,3252,12661,2226
0500000US37195,37195,"Wilson County, North Carolina",25792,2467,30382,4058,40315,5575,7063,2237,21633,3124,32453,5948,6689,1005
